Prompts_with_Context,labels,responses
"Given the following:
Nitrogen Content: 116.0, Phosphorous Content: 40.0, Potassium Content: 33.0, Temperature: 24.91370487, Humidity: 54.15319242, pH: 7.042089492, Rainfall: 129.5481144, Plant coffee
Nitrogen Content: 116.0, Phosphorous Content: 56.0, Potassium Content: 17.0, Temperature: 24.71252544, Humidity: 77.7293114, pH: 7.979090365, Rainfall: 85.24963302, Plant cotton
Nitrogen Content: 117.0, Phosphorous Content: 86.0, Potassium Content: 48.0, Temperature: 28.6956201, Humidity: 82.54195839, pH: 6.225225239, Rainfall: 116.1616839, Plant banana
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 116.0, Phosphorous Content: 36.0, Potassium Content: 25.0, Temperature: 27.57847581, Humidity: 58.52534263, pH: 6.172090205, Rainfall: 156.6810374
Provide a one word answer.",coffee,  Cotton
"Given the following:
Nitrogen Content: 29.0, Phosphorous Content: 75.0, Potassium Content: 75.0, Temperature: 19.62416326, Humidity: 18.71483156, pH: 7.064790365, Rainfall: 88.4585692, Plant chickpea
Nitrogen Content: 29.0, Phosphorous Content: 70.0, Potassium Content: 15.0, Temperature: 30.33499674, Humidity: 63.54718862, pH: 6.872594461, Rainfall: 74.16699119, Plant blackgram
Nitrogen Content: 29.0, Phosphorous Content: 68.0, Potassium Content: 23.0, Temperature: 24.1638445, Humidity: 19.27907819, pH: 5.82738029, Rainfall: 116.7324324, Plant kidneybeans
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 29.0, Phosphorous Content: 77.0, Potassium Content: 75.0, Temperature: 17.50361137, Humidity: 15.48083156, pH: 7.778591618, Rainfall: 72.9446671
Provide a one word answer.",chickpea,"  Okay! Based on the given conditions, the ideal crop to plant is:
CORN"
"Given the following:
Nitrogen Content: 32.0, Phosphorous Content: 13.0, Potassium Content: 42.0, Temperature: 23.50128217, Humidity: 92.97527546, pH: 5.786058032, Rainfall: 106.61905, Plant pomegranate
Nitrogen Content: 32.0, Phosphorous Content: 20.0, Potassium Content: 35.0, Temperature: 26.52166434, Humidity: 98.38227669, pH: 5.588655387, Rainfall: 144.6261698, Plant coconut
Nitrogen Content: 32.0, Phosphorous Content: 25.0, Potassium Content: 9.0, Temperature: 10.35609594, Humidity: 93.75652041, pH: 7.796034006, Rainfall: 101.1456947, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 32.0, Phosphorous Content: 12.0, Potassium Content: 30.0, Temperature: 25.39241091, Humidity: 98.08951196, pH: 5.579845008, Rainfall: 218.080385
Provide a one word answer.",coconut,  Orange
"Given the following:
Nitrogen Content: 32.0, Phosphorous Content: 41.0, Potassium Content: 16.0, Temperature: 28.63618921, Humidity: 61.39451307, pH: 7.702287236, Rainfall: 68.54877876, Plant mothbeans
Nitrogen Content: 32.0, Phosphorous Content: 56.0, Potassium Content: 18.0, Temperature: 20.0467711, Humidity: 65.84395319, pH: 7.135251532, Rainfall: 46.05333124, Plant lentil
Nitrogen Content: 32.0, Phosphorous Content: 14.0, Potassium Content: 37.0, Temperature: 22.73031253, Humidity: 88.48567856, pH: 6.825256236, Rainfall: 104.6843243, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 32.0, Phosphorous Content: 57.0, Potassium Content: 22.0, Temperature: 28.6899851, Humidity: 87.50436797, pH: 6.769415888, Rainfall: 44.56598352
Provide a one word answer.",mungbean,  Lentil.
"Given the following:
Nitrogen Content: 33.0, Phosphorous Content: 59.0, Potassium Content: 19.0, Temperature: 23.19305333, Humidity: 62.74710773, pH: 7.641024177, Rainfall: 49.55213308, Plant lentil
Nitrogen Content: 33.0, Phosphorous Content: 47.0, Potassium Content: 17.0, Temperature: 24.86803974, Humidity: 48.27531965, pH: 8.621514073, Rainfall: 63.9187654, Plant mothbeans
Nitrogen Content: 33.0, Phosphorous Content: 57.0, Potassium Content: 17.0, Temperature: 27.89636126, Humidity: 88.71782287, pH: 6.78415271, Rainfall: 57.79863368, Plant mungbean
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 33.0, Phosphorous Content: 59.0, Potassium Content: 22.0, Temperature: 22.64236876, Humidity: 21.59396123, pH: 5.946999529, Rainfall: 122.3886015
Provide a one word answer.",kidneybeans,  Lentil
"Given the following:
Nitrogen Content: 2.0, Phosphorous Content: 75.0, Potassium Content: 22.0, Temperature: 23.89271875, Humidity: 61.78779413, pH: 6.658605362, Rainfall: 52.55730112, Plant lentil
Nitrogen Content: 2.0, Phosphorous Content: 56.0, Potassium Content: 23.0, Temperature: 26.65333029, Humidity: 59.79023382, pH: 7.550090941, Rainfall: 36.91852635, Plant mothbeans
Nitrogen Content: 2.0, Phosphorous Content: 79.0, Potassium Content: 15.0, Temperature: 21.53577883, Humidity: 65.47227704, pH: 7.505283615, Rainfall: 35.75107592, Plant lentil
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 2.0, Phosphorous Content: 72.0, Potassium Content: 18.0, Temperature: 26.57597546, Humidity: 60.97876599, pH: 7.836719564, Rainfall: 50.89110726
Provide a one word answer.",lentil,  Lentil
"Given the following:
Nitrogen Content: 25.0, Phosphorous Content: 7.0, Potassium Content: 35.0, Temperature: 28.38503882, Humidity: 99.18843684, pH: 5.55771171, Rainfall: 189.6711349, Plant coconut
Nitrogen Content: 25.0, Phosphorous Content: 27.0, Potassium Content: 41.0, Temperature: 19.20090378, Humidity: 94.27659596, pH: 6.923509371, Rainfall: 108.0423555, Plant pomegranate
Nitrogen Content: 25.0, Phosphorous Content: 121.0, Potassium Content: 201.0, Temperature: 30.50734778, Humidity: 82.71775569, pH: 5.594240603, Rainfall: 70.08200379, Plant grapes
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 25.0, Phosphorous Content: 21.0, Potassium Content: 11.0, Temperature: 32.23797837, Humidity: 90.15406807, pH: 6.460044778, Rainfall: 104.7052254
Provide a one word answer.",orange,"  Certainly! Based on the given conditions, the ideal crop to plant would be ""grapes."""
"Given the following:
Nitrogen Content: 22.0, Phosphorous Content: 28.0, Potassium Content: 26.0, Temperature: 27.67256197, Humidity: 45.41692012, pH: 4.947683034, Rainfall: 92.84991507, Plant mango
Nitrogen Content: 22.0, Phosphorous Content: 18.0, Potassium Content: 31.0, Temperature: 30.7645515, Humidity: 47.93791463, pH: 5.956027059, Rainfall: 90.38503469, Plant mango
Nitrogen Content: 21.0, Phosphorous Content: 39.0, Potassium Content: 20.0, Temperature: 28.14448546, Humidity: 82.1193047, pH: 7.064782138, Rainfall: 46.75690086, Plant mungbean
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 22.0, Phosphorous Content: 37.0, Potassium Content: 20.0, Temperature: 27.62749466, Humidity: 86.49366929, pH: 6.605733068, Rainfall: 39.26137642
Provide a one word answer.",mungbean,  Mango
"Given the following:
Nitrogen Content: 4.0, Phosphorous Content: 59.0, Potassium Content: 22.0, Temperature: 29.33743412, Humidity: 49.00323081, pH: 8.914074888, Rainfall: 42.44054315, Plant mothbeans
Nitrogen Content: 4.0, Phosphorous Content: 59.0, Potassium Content: 25.0, Temperature: 27.68515114, Humidity: 81.94268594, pH: 6.227134139, Rainfall: 54.62243308, Plant mungbean
Nitrogen Content: 4.0, Phosphorous Content: 43.0, Potassium Content: 18.0, Temperature: 29.02955344, Humidity: 61.09387478, pH: 8.840656256, Rainfall: 72.98016599, Plant mothbeans
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 4.0, Phosphorous Content: 46.0, Potassium Content: 15.0, Temperature: 31.01274943, Humidity: 62.40392519, pH: 3.504752314, Rainfall: 63.77192383
Provide a one word answer.",mothbeans,  Corn
"Given the following:
Nitrogen Content: 43.0, Phosphorous Content: 66.0, Potassium Content: 79.0, Temperature: 19.46233971, Humidity: 15.22538951, pH: 7.976607593, Rainfall: 74.58565097, Plant chickpea
Nitrogen Content: 42.0, Phosphorous Content: 79.0, Potassium Content: 23.0, Temperature: 27.71678273, Humidity: 63.29103387, pH: 6.781841984, Rainfall: 68.56507978, Plant blackgram
Nitrogen Content: 44.0, Phosphorous Content: 58.0, Potassium Content: 18.0, Temperature: 28.03644051, Humidity: 65.06601664, pH: 6.814410928, Rainfall: 72.49507741, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 43.0, Phosphorous Content: 68.0, Potassium Content: 20.0, Temperature: 29.57812712, Humidity: 66.17587668, pH: 7.497469256, Rainfall: 69.43895491
Provide a one word answer.",blackgram,  Corn
"Given the following:
Nitrogen Content: 22.0, Phosphorous Content: 55.0, Potassium Content: 24.0, Temperature: 28.56800579, Humidity: 57.30636014, pH: 8.66077954, Rainfall: 64.53027638, Plant mothbeans
Nitrogen Content: 22.0, Phosphorous Content: 67.0, Potassium Content: 22.0, Temperature: 29.03017561, Humidity: 64.49166566, pH: 7.475926645, Rainfall: 54.9393771, Plant lentil
Nitrogen Content: 22.0, Phosphorous Content: 67.0, Potassium Content: 78.0, Temperature: 17.16606398, Humidity: 14.42457525, pH: 6.204090835, Rainfall: 72.32667516, Plant chickpea
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 22.0, Phosphorous Content: 55.0, Potassium Content: 16.0, Temperature: 23.7937153, Humidity: 68.03209183, pH: 6.516317561, Rainfall: 49.73922097
Provide a one word answer.",lentil,  Lentil
"Given the following:
Nitrogen Content: 93.0, Phosphorous Content: 22.0, Potassium Content: 48.0, Temperature: 29.12533739, Humidity: 91.52291141, pH: 6.776987974, Rainfall: 21.90440445, Plant muskmelon
Nitrogen Content: 93.0, Phosphorous Content: 85.0, Potassium Content: 49.0, Temperature: 27.96799119, Humidity: 79.28625709, pH: 5.694243847, Rainfall: 119.4765557, Plant banana
Nitrogen Content: 93.0, Phosphorous Content: 58.0, Potassium Content: 38.0, Temperature: 20.61521424, Humidity: 83.77345559, pH: 6.932400225, Rainfall: 279.5451717, Plant rice
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 93.0, Phosphorous Content: 20.0, Potassium Content: 50.0, Temperature: 29.93061247, Humidity: 93.22980899, pH: 6.448792689, Rainfall: 24.34814338
Provide a one word answer.",muskmelon,  Banana
"Given the following:
Nitrogen Content: 42.0, Phosphorous Content: 58.0, Potassium Content: 25.0, Temperature: 27.45853567, Humidity: 62.90020977, pH: 6.513620918, Rainfall: 69.46020927, Plant blackgram
Nitrogen Content: 42.0, Phosphorous Content: 79.0, Potassium Content: 23.0, Temperature: 27.71678273, Humidity: 63.29103387, pH: 6.781841984, Rainfall: 68.56507978, Plant blackgram
Nitrogen Content: 38.0, Phosphorous Content: 72.0, Potassium Content: 21.0, Temperature: 28.23416057, Humidity: 49.4421345, pH: 5.902103172, Rainfall: 186.5008581, Plant pigeonpeas
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 42.0, Phosphorous Content: 62.0, Potassium Content: 75.0, Temperature: 18.17912258, Humidity: 18.90426935, pH: 7.010570541, Rainfall: 81.84997529
Provide a one word answer.",chickpea,  Corn
"Given the following:
Nitrogen Content: 9.0, Phosphorous Content: 69.0, Potassium Content: 20.0, Temperature: 19.30607278, Humidity: 23.96362799, pH: 5.591560999, Rainfall: 129.3449326, Plant kidneybeans
Nitrogen Content: 9.0, Phosphorous Content: 56.0, Potassium Content: 17.0, Temperature: 26.13708256, Humidity: 66.7729209, pH: 6.261937875, Rainfall: 46.48280681, Plant lentil
Nitrogen Content: 7.0, Phosphorous Content: 16.0, Potassium Content: 9.0, Temperature: 18.87957654, Humidity: 92.04304496, pH: 7.813916603, Rainfall: 114.6659511, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 9.0, Phosphorous Content: 77.0, Potassium Content: 17.0, Temperature: 21.65845777, Humidity: 63.58337146, pH: 6.280725549, Rainfall: 38.07659414
Provide a one word answer.",lentil,  Lentil
"Given the following:
Nitrogen Content: 76.0, Phosphorous Content: 44.0, Potassium Content: 17.0, Temperature: 20.41683147, Humidity: 62.5542482, pH: 5.855442401, Rainfall: 65.27798457, Plant maize
Nitrogen Content: 76.0, Phosphorous Content: 47.0, Potassium Content: 42.0, Temperature: 20.08369642, Humidity: 83.29114712, pH: 5.739175027, Rainfall: 263.6372176, Plant rice
Nitrogen Content: 77.0, Phosphorous Content: 48.0, Potassium Content: 36.0, Temperature: 25.86705009, Humidity: 84.09985284, pH: 7.36008498, Rainfall: 154.8390847, Plant jute
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 76.0, Phosphorous Content: 49.0, Potassium Content: 42.0, Temperature: 24.958779, Humidity: 84.47963372, pH: 5.206373153, Rainfall: 196.9560008
Provide a one word answer.",rice,  Rice
"Given the following:
Nitrogen Content: 33.0, Phosphorous Content: 29.0, Potassium Content: 34.0, Temperature: 31.40948821, Humidity: 49.21729127, pH: 6.832979509, Rainfall: 92.99739415, Plant mango
Nitrogen Content: 34.0, Phosphorous Content: 15.0, Potassium Content: 34.0, Temperature: 27.05826457, Humidity: 91.10510371, pH: 5.677282678, Rainfall: 224.7006953, Plant coconut
Nitrogen Content: 33.0, Phosphorous Content: 47.0, Potassium Content: 17.0, Temperature: 24.86803974, Humidity: 48.27531965, pH: 8.621514073, Rainfall: 63.9187654, Plant mothbeans
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 33.0, Phosphorous Content: 14.0, Potassium Content: 35.0, Temperature: 27.14865285, Humidity: 96.66355213, pH: 6.027707171, Rainfall: 149.2433497
Provide a one word answer.",coconut,  Cocoa
"Given the following:
Nitrogen Content: 30.0, Phosphorous Content: 37.0, Potassium Content: 25.0, Temperature: 29.89129144, Humidity: 80.14487166, pH: 7.120032489, Rainfall: 54.7960127, Plant mungbean
Nitrogen Content: 30.0, Phosphorous Content: 44.0, Potassium Content: 16.0, Temperature: 29.73013036, Humidity: 82.89166381, pH: 6.442335593, Rainfall: 50.91511275, Plant mungbean
Nitrogen Content: 29.0, Phosphorous Content: 70.0, Potassium Content: 15.0, Temperature: 30.33499674, Humidity: 63.54718862, pH: 6.872594461, Rainfall: 74.16699119, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 30.0, Phosphorous Content: 75.0, Potassium Content: 25.0, Temperature: 30.33276599, Humidity: 42.35249879, pH: 6.446091759, Rainfall: 149.299952
Provide a one word answer.",pigeonpeas,  Blackgram
"Given the following:
Nitrogen Content: 110.0, Phosphorous Content: 28.0, Potassium Content: 46.0, Temperature: 24.29105004, Humidity: 88.04541346, pH: 6.49889585, Rainfall: 51.26046418, Plant watermelon
Nitrogen Content: 110.0, Phosphorous Content: 71.0, Potassium Content: 54.0, Temperature: 28.67208915, Humidity: 82.20793613, pH: 5.725418961, Rainfall: 94.37987496, Plant banana
Nitrogen Content: 110.0, Phosphorous Content: 21.0, Potassium Content: 54.0, Temperature: 26.73690828, Humidity: 87.82430156, pH: 6.747537642, Rainfall: 47.46447019, Plant watermelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 110.0, Phosphorous Content: 78.0, Potassium Content: 50.0, Temperature: 25.93730186, Humidity: 78.89864446, pH: 5.915568968, Rainfall: 98.21747528
Provide a one word answer.",banana,  Banana
"Given the following:
Nitrogen Content: 68.0, Phosphorous Content: 52.0, Potassium Content: 49.0, Temperature: 24.42561272, Humidity: 92.27749066, pH: 6.577192175, Rainfall: 63.35298768, Plant papaya
Nitrogen Content: 68.0, Phosphorous Content: 62.0, Potassium Content: 50.0, Temperature: 33.20258348, Humidity: 92.76437927, pH: 6.977700268, Rainfall: 197.5282582, Plant papaya
Nitrogen Content: 56.0, Phosphorous Content: 50.0, Potassium Content: 52.0, Temperature: 33.08706051, Humidity: 92.25197542, pH: 6.770384816, Rainfall: 88.1300769, Plant papaya
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 68.0, Phosphorous Content: 69.0, Potassium Content: 52.0, Temperature: 25.65492304, Humidity: 92.74501561, pH: 6.813383387, Rainfall: 52.95477913
Provide a one word answer.",papaya,  Papaya
"Given the following:
Nitrogen Content: 110.0, Phosphorous Content: 21.0, Potassium Content: 54.0, Temperature: 26.73690828, Humidity: 87.82430156, pH: 6.747537642, Rainfall: 47.46447019, Plant watermelon
Nitrogen Content: 110.0, Phosphorous Content: 71.0, Potassium Content: 54.0, Temperature: 28.67208915, Humidity: 82.20793613, pH: 5.725418961, Rainfall: 94.37987496, Plant banana
Nitrogen Content: 110.0, Phosphorous Content: 28.0, Potassium Content: 46.0, Temperature: 24.29105004, Humidity: 88.04541346, pH: 6.49889585, Rainfall: 51.26046418, Plant watermelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 110.0, Phosphorous Content: 14.0, Potassium Content: 51.0, Temperature: 27.02415146, Humidity: 91.66737633, pH: 6.085444691, Rainfall: 21.26034986
Provide a one word answer.",muskmelon,  Banana
"Given the following:
Nitrogen Content: 33.0, Phosphorous Content: 120.0, Potassium Content: 205.0, Temperature: 35.12158265, Humidity: 82.26890793, pH: 5.550832178, Rainfall: 69.71518491, Plant grapes
Nitrogen Content: 33.0, Phosphorous Content: 23.0, Potassium Content: 45.0, Temperature: 20.00218987, Humidity: 85.83618191, pH: 7.116538883, Rainfall: 112.337046, Plant pomegranate
Nitrogen Content: 34.0, Phosphorous Content: 65.0, Potassium Content: 48.0, Temperature: 41.41968393, Humidity: 90.03863107, pH: 6.665024508, Rainfall: 199.3096432, Plant papaya
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 33.0, Phosphorous Content: 134.0, Potassium Content: 205.0, Temperature: 21.0365275, Humidity: 94.33919546, pH: 6.08551916, Rainfall: 114.7412734
Provide a one word answer.",apple,  Papaya
