Prompts_with_Context,Labels
"Given the following:
Nitrogen Content: 108.0, Phosphorous Content: 94.0, Potassium Content: 47.0, Temperature: 27.35911627, Humidity: 84.54625006, pH: 6.387431383, Rainfall: 90.81250457, Plant banana
Nitrogen Content: 108.0, Phosphorous Content: 72.0, Potassium Content: 46.0, Temperature: 25.16278237, Humidity: 84.97849241, pH: 6.110844721, Rainfall: 90.94554618, Plant banana
Nitrogen Content: 118.0, Phosphorous Content: 88.0, Potassium Content: 52.0, Temperature: 28.65003945, Humidity: 82.68752542, pH: 5.843163161, Rainfall: 98.75084366, Plant banana
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 108.0, Phosphorous Content: 89.0, Potassium Content: 53.0, Temperature: 29.12036889, Humidity: 80.18080728, pH: 5.908770059, Rainfall: 112.3982055",banana
"Given the following:
Nitrogen Content: 66.0, Phosphorous Content: 60.0, Potassium Content: 38.0, Temperature: 22.08576562, Humidity: 83.47038318, pH: 6.372576327, Rainfall: 231.7364957, Plant rice
Nitrogen Content: 59.0, Phosphorous Content: 60.0, Potassium Content: 84.0, Temperature: 19.03025305, Humidity: 18.66725565, pH: 7.690962338, Rainfall: 94.70992037, Plant chickpea
Nitrogen Content: 77.0, Phosphorous Content: 58.0, Potassium Content: 19.0, Temperature: 22.8056033, Humidity: 56.50768935, pH: 5.791649933, Rainfall: 101.5952794, Plant maize
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 58.0, Phosphorous Content: 66.0, Potassium Content: 79.0, Temperature: 20.99373558, Humidity: 19.33470387, pH: 8.718192847, Rainfall: 93.55280105",chickpea
"Given the following:
Nitrogen Content: 78.0, Phosphorous Content: 42.0, Potassium Content: 42.0, Temperature: 20.13017482, Humidity: 81.60487287, pH: 7.628472891, Rainfall: 262.7173405, Plant rice
Nitrogen Content: 74.0, Phosphorous Content: 40.0, Potassium Content: 40.0, Temperature: 25.13842773, Humidity: 83.12053888, pH: 6.386259978, Rainfall: 169.3388465, Plant jute
Nitrogen Content: 70.0, Phosphorous Content: 42.0, Potassium Content: 43.0, Temperature: 23.16814977, Humidity: 76.66724969, pH: 6.508342839, Rainfall: 157.1215052, Plant jute
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 42.0, Phosphorous Content: 74.0, Potassium Content: 83.0, Temperature: 19.2582557, Humidity: 14.2804191, pH: 7.545258424, Rainfall: 65.78042032",chickpea
"Given the following:
Nitrogen Content: 14.0, Phosphorous Content: 59.0, Potassium Content: 22.0, Temperature: 23.82723528, Humidity: 67.89815262, pH: 6.76660668, Rainfall: 46.90725077, Plant lentil
Nitrogen Content: 14.0, Phosphorous Content: 21.0, Potassium Content: 35.0, Temperature: 29.52501367, Humidity: 91.91185319, pH: 6.121005506, Rainfall: 194.3100272, Plant coconut
Nitrogen Content: 14.0, Phosphorous Content: 75.0, Potassium Content: 24.0, Temperature: 24.54757829, Humidity: 57.3414485, pH: 6.436160044, Rainfall: 118.3606557, Plant pigeonpeas
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 14.0, Phosphorous Content: 67.0, Potassium Content: 22.0, Temperature: 23.82576704, Humidity: 24.75485098, pH: 5.624690248, Rainfall: 84.64143632",kidneybeans
"Given the following:
Nitrogen Content: 114.0, Phosphorous Content: 8.0, Potassium Content: 52.0, Temperature: 29.34081108, Humidity: 94.5513539, pH: 6.419083092, Rainfall: 28.22908103, Plant muskmelon
Nitrogen Content: 114.0, Phosphorous Content: 27.0, Potassium Content: 48.0, Temperature: 27.82054812, Humidity: 93.03555162, pH: 6.528404378, Rainfall: 26.32405487, Plant muskmelon
Nitrogen Content: 114.0, Phosphorous Content: 21.0, Potassium Content: 55.0, Temperature: 25.4438391, Humidity: 87.9392312, pH: 6.472756256, Rainfall: 57.51549686, Plant watermelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 114.0, Phosphorous Content: 8.0, Potassium Content: 50.0, Temperature: 24.74631269, Humidity: 88.30866319, pH: 6.581587932, Rainfall: 57.95826144",watermelon
"Given the following:
Nitrogen Content: 63.0, Phosphorous Content: 58.0, Potassium Content: 47.0, Temperature: 26.83054058, Humidity: 90.75379971, pH: 6.864143752, Rainfall: 144.6656444, Plant papaya
Nitrogen Content: 67.0, Phosphorous Content: 58.0, Potassium Content: 39.0, Temperature: 25.2827223, Humidity: 80.54372813, pH: 5.453592032, Rainfall: 220.1156708, Plant rice
Nitrogen Content: 46.0, Phosphorous Content: 76.0, Potassium Content: 77.0, Temperature: 18.2356751, Humidity: 19.68538502, pH: 6.967843048, Rainfall: 83.74879344, Plant chickpea
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 67.0, Phosphorous Content: 51.0, Potassium Content: 24.0, Temperature: 23.50297882, Humidity: 61.32026065, pH: 5.584171461, Rainfall: 64.77791424",maize
"Given the following:
Nitrogen Content: 65.0, Phosphorous Content: 60.0, Potassium Content: 22.0, Temperature: 25.36768364, Humidity: 72.52054555, pH: 6.606984086, Rainfall: 107.9124111, Plant maize
Nitrogen Content: 63.0, Phosphorous Content: 58.0, Potassium Content: 50.0, Temperature: 43.03714283, Humidity: 94.6428898, pH: 6.720744449, Rainfall: 41.5856585, Plant papaya
Nitrogen Content: 65.0, Phosphorous Content: 62.0, Potassium Content: 51.0, Temperature: 31.53243779, Humidity: 90.87394933, pH: 6.511624841, Rainfall: 207.0735119, Plant papaya
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 65.0, Phosphorous Content: 60.0, Potassium Content: 43.0, Temperature: 21.97199397, Humidity: 81.89918197, pH: 5.658169482, Rainfall: 227.3637009",rice
"Given the following:
Nitrogen Content: 103.0, Phosphorous Content: 27.0, Potassium Content: 31.0, Temperature: 27.15998538, Humidity: 51.59100753, pH: 6.691541233, Rainfall: 126.1752206, Plant coffee
Nitrogen Content: 103.0, Phosphorous Content: 40.0, Potassium Content: 30.0, Temperature: 27.30901814, Humidity: 55.196224, pH: 6.348316257, Rainfall: 141.4831644, Plant coffee
Nitrogen Content: 103.0, Phosphorous Content: 16.0, Potassium Content: 49.0, Temperature: 24.06731461, Humidity: 81.64075303, pH: 6.915717008, Rainfall: 51.75212401, Plant watermelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 103.0, Phosphorous Content: 33.0, Potassium Content: 25.0, Temperature: 27.10210397, Humidity: 55.7497332, pH: 6.911066044, Rainfall: 139.5013171",coffee
"Given the following:
Nitrogen Content: 7.0, Phosphorous Content: 141.0, Potassium Content: 195.0, Temperature: 23.8812458, Humidity: 93.45067555, pH: 5.514253142, Rainfall: 104.9116663, Plant apple
Nitrogen Content: 19.0, Phosphorous Content: 57.0, Potassium Content: 23.0, Temperature: 23.6734328, Humidity: 47.2879691, pH: 7.342409555, Rainfall: 141.1250722, Plant pigeonpeas
Nitrogen Content: 38.0, Phosphorous Content: 141.0, Potassium Content: 198.0, Temperature: 13.05809741, Humidity: 80.28297993, pH: 5.757009965, Rainfall: 70.75633584, Plant grapes
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 9.0, Phosphorous Content: 141.0, Potassium Content: 202.0, Temperature: 21.01245395, Humidity: 81.17931863, pH: 6.119495295, Rainfall: 66.38448261",grapes
"Given the following:
Nitrogen Content: 28.0, Phosphorous Content: 75.0, Potassium Content: 21.0, Temperature: 24.7741949, Humidity: 50.54621094, pH: 6.007508163, Rainfall: 114.2821387, Plant pigeonpeas
Nitrogen Content: 24.0, Phosphorous Content: 130.0, Potassium Content: 195.0, Temperature: 29.99677232, Humidity: 81.54156612, pH: 6.112305667, Rainfall: 67.12534492, Plant grapes
Nitrogen Content: 29.0, Phosphorous Content: 140.0, Potassium Content: 195.0, Temperature: 23.64082979, Humidity: 90.95257927, pH: 5.560521058, Rainfall: 116.7431319, Plant apple
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 28.0, Phosphorous Content: 130.0, Potassium Content: 196.0, Temperature: 22.13450646, Humidity: 94.67695747, pH: 6.062356467, Rainfall: 112.9203223",apple
"Given the following:
Nitrogen Content: 83.0, Phosphorous Content: 45.0, Potassium Content: 21.0, Temperature: 18.83344471, Humidity: 58.75082029, pH: 5.716222912, Rainfall: 79.7532896, Plant maize
Nitrogen Content: 83.0, Phosphorous Content: 9.0, Potassium Content: 45.0, Temperature: 25.85483596, Humidity: 89.13163965, pH: 6.049609892, Rainfall: 46.85176955, Plant watermelon
Nitrogen Content: 83.0, Phosphorous Content: 79.0, Potassium Content: 55.0, Temperature: 25.14748006, Humidity: 83.34688193, pH: 5.565028635, Rainfall: 98.66679427, Plant banana
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 83.0, Phosphorous Content: 58.0, Potassium Content: 45.0, Temperature: 25.75528612, Humidity: 83.51827127, pH: 5.875345751, Rainfall: 245.6626799",rice
"Given the following:
Nitrogen Content: 86.0, Phosphorous Content: 39.0, Potassium Content: 43.0, Temperature: 26.14576648, Humidity: 71.23690851, pH: 6.432051512, Rainfall: 193.1007598, Plant jute
Nitrogen Content: 84.0, Phosphorous Content: 40.0, Potassium Content: 42.0, Temperature: 26.2830571, Humidity: 73.35763537, pH: 6.704273839, Rainfall: 186.6898282, Plant jute
Nitrogen Content: 40.0, Phosphorous Content: 21.0, Potassium Content: 8.0, Temperature: 34.90665289, Humidity: 92.87820148, pH: 7.418761774, Rainfall: 102.1906333, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 86.0, Phosphorous Content: 40.0, Potassium Content: 33.0, Temperature: 26.1387869, Humidity: 52.26311691, pH: 7.432322234, Rainfall: 136.3027766",coffee
"Given the following:
Nitrogen Content: 60.0, Phosphorous Content: 37.0, Potassium Content: 39.0, Temperature: 26.59104992, Humidity: 82.94164078, pH: 6.033485257, Rainfall: 161.2469997, Plant jute
Nitrogen Content: 60.0, Phosphorous Content: 55.0, Potassium Content: 44.0, Temperature: 23.00445915, Humidity: 82.3207629, pH: 7.840207144, Rainfall: 263.9642476, Plant rice
Nitrogen Content: 60.0, Phosphorous Content: 57.0, Potassium Content: 24.0, Temperature: 18.66116213, Humidity: 61.55327249, pH: 6.121294041, Rainfall: 75.03247667, Plant maize
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 60.0, Phosphorous Content: 36.0, Potassium Content: 43.0, Temperature: 23.43121862, Humidity: 83.06310136, pH: 5.286203711, Rainfall: 219.9048349",rice
"Given the following:
Nitrogen Content: 25.0, Phosphorous Content: 65.0, Potassium Content: 21.0, Temperature: 33.86351172, Humidity: 68.59232289, pH: 6.880245789, Rainfall: 69.24464096, Plant blackgram
Nitrogen Content: 20.0, Phosphorous Content: 60.0, Potassium Content: 25.0, Temperature: 27.3254209, Humidity: 69.09047809, pH: 6.726469088, Rainfall: 61.19250859, Plant blackgram
Nitrogen Content: 25.0, Phosphorous Content: 35.0, Potassium Content: 20.0, Temperature: 28.90245417, Humidity: 43.35365671, pH: 8.923095695, Rainfall: 71.90018566, Plant mothbeans
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 25.0, Phosphorous Content: 63.0, Potassium Content: 20.0, Temperature: 15.78601387, Humidity: 21.14544088, pH: 5.502999119, Rainfall: 95.17028129",kidneybeans
"Given the following:
Nitrogen Content: 21.0, Phosphorous Content: 44.0, Potassium Content: 18.0, Temperature: 27.06909959, Humidity: 86.89934108, pH: 7.12851089, Rainfall: 50.46746116, Plant mungbean
Nitrogen Content: 2.0, Phosphorous Content: 21.0, Potassium Content: 44.0, Temperature: 18.92157197, Humidity: 87.31290342, pH: 6.56893406, Rainfall: 102.8013275, Plant pomegranate
Nitrogen Content: 36.0, Phosphorous Content: 44.0, Potassium Content: 21.0, Temperature: 25.12528913, Humidity: 51.33189406, pH: 4.516154055, Rainfall: 38.48678973, Plant mothbeans
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 4.0, Phosphorous Content: 44.0, Potassium Content: 19.0, Temperature: 27.95639663, Humidity: 83.52706038, pH: 6.921993878, Rainfall: 43.25726752",mungbean
"Given the following:
Nitrogen Content: 18.0, Phosphorous Content: 26.0, Potassium Content: 31.0, Temperature: 32.6112614, Humidity: 47.74916499, pH: 5.418475257, Rainfall: 91.10190759, Plant mango
Nitrogen Content: 17.0, Phosphorous Content: 73.0, Potassium Content: 18.0, Temperature: 19.50112224, Humidity: 34.51086611, pH: 5.632353113, Rainfall: 197.3752649, Plant pigeonpeas
Nitrogen Content: 18.0, Phosphorous Content: 27.0, Potassium Content: 41.0, Temperature: 22.36509395, Humidity: 92.30882391, pH: 7.175344328, Rainfall: 104.8216333, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 18.0, Phosphorous Content: 17.0, Potassium Content: 31.0, Temperature: 31.74592134, Humidity: 45.16127859, pH: 5.667507706, Rainfall: 93.75441586",mango
"Given the following:
Nitrogen Content: 20.0, Phosphorous Content: 73.0, Potassium Content: 22.0, Temperature: 16.03768615, Humidity: 22.33195853, pH: 5.976312538, Rainfall: 130.3900798, Plant kidneybeans
Nitrogen Content: 20.0, Phosphorous Content: 69.0, Potassium Content: 15.0, Temperature: 23.44260668, Humidity: 22.77255917, pH: 5.934136378, Rainfall: 107.4137246, Plant kidneybeans
Nitrogen Content: 20.0, Phosphorous Content: 62.0, Potassium Content: 18.0, Temperature: 29.36358721, Humidity: 64.98742947, pH: 7.366542647, Rainfall: 61.91208707, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 20.0, Phosphorous Content: 79.0, Potassium Content: 77.0, Temperature: 18.54988627, Humidity: 16.02542689, pH: 7.64867466, Rainfall: 76.32565249",chickpea
"Given the following:
Nitrogen Content: 73.0, Phosphorous Content: 43.0, Potassium Content: 42.0, Temperature: 26.58361011, Humidity: 78.00774772, pH: 6.310699968, Rainfall: 154.8238864, Plant jute
Nitrogen Content: 73.0, Phosphorous Content: 57.0, Potassium Content: 41.0, Temperature: 21.44653958, Humidity: 84.94375962, pH: 5.824709117, Rainfall: 272.2017204, Plant rice
Nitrogen Content: 67.0, Phosphorous Content: 68.0, Potassium Content: 49.0, Temperature: 35.26824831, Humidity: 92.38282957, pH: 6.821774589, Rainfall: 149.8488208, Plant papaya
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 71.0, Phosphorous Content: 56.0, Potassium Content: 37.0, Temperature: 23.18866654, Humidity: 86.20899734, pH: 6.491506245, Rainfall: 176.103677",jute
"Given the following:
Nitrogen Content: 22.0, Phosphorous Content: 8.0, Potassium Content: 33.0, Temperature: 28.43572863, Humidity: 95.8840407, pH: 5.665785202, Rainfall: 203.9283708, Plant coconut
Nitrogen Content: 22.0, Phosphorous Content: 64.0, Potassium Content: 82.0, Temperature: 19.48974337, Humidity: 17.17260319, pH: 6.4740245, Rainfall: 87.51312796, Plant chickpea
Nitrogen Content: 22.0, Phosphorous Content: 78.0, Potassium Content: 76.0, Temperature: 17.84851658, Humidity: 19.09172907, pH: 8.621662982, Rainfall: 76.32470713, Plant chickpea
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 22.0, Phosphorous Content: 16.0, Potassium Content: 27.0, Temperature: 29.1797902, Humidity: 90.27214288, pH: 6.006784979, Rainfall: 188.9252083",coconut
"Given the following:
Nitrogen Content: 3.0, Phosphorous Content: 69.0, Potassium Content: 23.0, Temperature: 28.67408774, Humidity: 63.18832976, pH: 7.299360767, Rainfall: 42.96018627, Plant lentil
Nitrogen Content: 88.0, Phosphorous Content: 21.0, Potassium Content: 27.0, Temperature: 24.43011925, Humidity: 66.02411187, pH: 7.231166546, Rainfall: 181.6368274, Plant coffee
Nitrogen Content: 92.0, Phosphorous Content: 21.0, Potassium Content: 48.0, Temperature: 25.81692236, Humidity: 82.043255, pH: 6.377427122, Rainfall: 54.82963379, Plant watermelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 9.0, Phosphorous Content: 66.0, Potassium Content: 21.0, Temperature: 30.11812084, Humidity: 34.13307843, pH: 5.719889876, Rainfall: 157.0858232",pigeonpeas
"Given the following:
Nitrogen Content: 109.0, Phosphorous Content: 21.0, Potassium Content: 55.0, Temperature: 24.9004602, Humidity: 89.73524177, pH: 6.770278088, Rainfall: 57.44942094, Plant watermelon
Nitrogen Content: 109.0, Phosphorous Content: 26.0, Potassium Content: 45.0, Temperature: 28.27973674, Humidity: 90.38971208, pH: 6.224535449, Rainfall: 21.58992507, Plant muskmelon
Nitrogen Content: 109.0, Phosphorous Content: 79.0, Potassium Content: 45.0, Temperature: 27.66752761, Humidity: 79.68542782, pH: 6.490074429, Rainfall: 108.66464, Plant banana
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 109.0, Phosphorous Content: 12.0, Potassium Content: 48.0, Temperature: 29.45771748, Humidity: 92.12534736, pH: 6.708743843, Rainfall: 20.76212031",muskmelon
"Given the following:
Nitrogen Content: 33.0, Phosphorous Content: 138.0, Potassium Content: 198.0, Temperature: 22.29423493, Humidity: 90.69033986, pH: 6.222390798, Rainfall: 122.7418744, Plant apple
Nitrogen Content: 29.0, Phosphorous Content: 128.0, Potassium Content: 198.0, Temperature: 22.44075021, Humidity: 92.70785115, pH: 5.685062404, Rainfall: 121.4977331, Plant apple
Nitrogen Content: 25.0, Phosphorous Content: 132.0, Potassium Content: 198.0, Temperature: 22.31944084, Humidity: 90.85174383, pH: 5.732757516, Rainfall: 100.1173443, Plant apple
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 31.0, Phosphorous Content: 130.0, Potassium Content: 198.0, Temperature: 21.80129837, Humidity: 92.73446667, pH: 5.554823557, Rainfall: 120.0586671",apple
"Given the following:
Nitrogen Content: 39.0, Phosphorous Content: 24.0, Potassium Content: 31.0, Temperature: 33.55695561, Humidity: 53.72979826, pH: 4.757114897, Rainfall: 98.67527561, Plant mango
Nitrogen Content: 39.0, Phosphorous Content: 37.0, Potassium Content: 25.0, Temperature: 33.33024826, Humidity: 45.61143594, pH: 6.953246506, Rainfall: 98.28583013, Plant mango
Nitrogen Content: 36.0, Phosphorous Content: 43.0, Potassium Content: 22.0, Temperature: 27.82684262, Humidity: 87.16679147, pH: 6.389882166, Rainfall: 58.37249772, Plant mungbean
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 39.0, Phosphorous Content: 36.0, Potassium Content: 22.0, Temperature: 29.34317422, Humidity: 60.50320928, pH: 9.072011412, Rainfall: 34.03335472",mothbeans
